key,nl,en,es,zh,status,source,notes
bezorger.route.start.confirm,Bevestig starten,Confirm start,Confirm start,Confirm start,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.start.description,Bevestig dat je nu begint met deze bezorgroute.,Confirm that you are starting this delivery route now.,Confirm that you are starting this delivery route now.,Confirm that you are starting this delivery route now.,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.start.title,Route starten?,Start route?,Start route?,Start route?,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.status,Status,Status,Status,Status,REVIEW,bezorger,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
bezorger.route.stop.delivered,Afgeleverd,Delivered,Delivered,Delivered,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.stop.deliveredAt,Afgeleverd om {deliveredAt},Delivered at {deliveredAt},Delivered at {deliveredAt},Delivered at {deliveredAt},REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.stop.label,Stop {sequence},Stop {sequence},Stop {sequence},Stop {sequence},REVIEW,bezorger,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
bezorger.route.stop.total,Totaal {doses},Total {doses},Total {doses},Total {doses},REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.stops,{count} stop | {count} stops,{count} stop | {count} stops,{count} stop | {count} stops,{count} stop | {count} stops,REVIEW,bezorger,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
bezorger.route.today.completedNote,Route afgerond. Bestellingen worden apart als geleverd gemarkeerd.,Route completed. Orders are marked as delivered separately.,Route completed. Orders are marked as delivered separately.,Route completed. Orders are marked as delivered separately.,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.today.description,Stops met adressen en dosissen zoals bij generatie vastgelegd.,Stops with addresses and doses as captured at generation.,Stops with addresses and doses as captured at generation.,Stops with addresses and doses as captured at generation.,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.today.empty.description,Er is nog geen gegenereerde route voor jouw profiel op de huidige leveringsdatum.,There is no generated route for your profile on the current delivery date.,There is no generated route for your profile on the current delivery date.,There is no generated route for your profile on the current delivery date.,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.today.empty.title,Geen route voor vandaag,No route for today,No route for today,No route for today,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.today.emptyStops.description,"Je route is toegewezen, maar er zijn vandaag geen stops met kwalificerende bestellingen.","Your route is assigned, but there are no stops with qualifying orders today.","Your route is assigned, but there are no stops with qualifying orders today.","Your route is assigned, but there are no stops with qualifying orders today.",REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.today.loadFailed,Kon route niet laden,Could not load route,Could not load route,Could not load route,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.badge,Voorbeeld — niet opgeslagen,Preview — not saved,Preview — not saved,Preview — not saved,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.deliveryDate,Leveringsdatum (morgen),Delivery date (tomorrow),Delivery date (tomorrow),Delivery date (tomorrow),REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.description,Live berekening op basis van je template en kwalificerende bestellingen. Dit is geen gegenereerde route van vandaag.,Live calculation based on your template and qualifying orders. This is not today's generated route.,Live calculation based on your template and qualifying orders. This is not today's generated route.,Live calculation based on your template and qualifying orders. This is not today's generated route.,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.empty.description,"Je template is gekoppeld, maar er zijn nog geen kwalificerende bestellingen voor morgen. Apotheken zonder bestelling worden overgeslagen.","Your template is linked, but there are no qualifying orders for tomorrow yet. Pharmacies without an order are skipped.","Your template is linked, but there are no qualifying orders for tomorrow yet. Pharmacies without an order are skipped.","Your template is linked, but there are no qualifying orders for tomorrow yet. Pharmacies without an order are skipped.",REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.empty.title,Geen stops voor morgen,No stops for tomorrow,No stops for tomorrow,No stops for tomorrow,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.loadFailed,Kon voorbeeldroute niet laden,Could not load route preview,Could not load route preview,Could not load route preview,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.multipleTemplates.title,Dubbele routetemplate,Duplicate route template,Duplicate route template,Duplicate route template,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.noTemplate.title,Geen routetemplate,No route template,No route template,No route template,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.reload,Opnieuw laden,Reload,Reload,Reload,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.summary,{stops} · {orders} · {doses},{stops} · {orders} · {doses},{stops} · {orders} · {doses},{stops} · {orders} · {doses},REVIEW,bezorger,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.template,Template: {name},Template: {name},Template: {name},Template: {name},REVIEW,bezorger,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
bezorger.route.tomorrow.title,Voorbeeldroute voor morgen,Tomorrow route preview,Tomorrow route preview,Tomorrow route preview,REVIEW,bezorger,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.actions,Acties,Actions,Actions,Actions,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.back.login,Terug naar inloggen,Back to sign in,Back to sign in,Back to sign in,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.cancel,Annuleren,Cancel,Cancel,Cancel,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.confirm,Bevestigen,Confirm,Confirm,Confirm,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.delete,Verwijderen,Delete,Delete,Delete,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.description,Beschrijving,Description,Description,Description,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.filter,Filteren,Filter,Filter,Filter,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.go.admin,Naar admin,Go to admin,Go to admin,Go to admin,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.go.login,Naar login,Go to login,Go to login,Go to login,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.go.profile,Naar profiel,Go to profile,Go to profile,Go to profile,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.noDescription,Geen beschrijving,No description,No description,No description,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.notFound.description,De gevraagde route bestaat niet in deze ontwikkelversie.,The requested route does not exist in this development version.,The requested route does not exist in this development version.,The requested route does not exist in this development version.,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.notFound.title,Pagina niet gevonden,Page not found,Page not found,Page not found,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.permission.denied.description,Je hebt geen rechten om deze pagina te bekijken.,You do not have permission to view this page.,You do not have permission to view this page.,You do not have permission to view this page.,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.permission.denied.title,Geen toegang,No access,No access,No access,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.quantity,Aantal,Quantity,Quantity,Quantity,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.retry,Opnieuw proberen,Try again,Try again,Try again,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.save.changes,Wijzigingen opslaan,Save changes,Save changes,Save changes,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
common.unknown,Onbekend,Unknown,Unknown,Unknown,REVIEW,common,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
